i,c,d,h,t,s,qtd_p,e
5599,3093,2021-01-22,05:15,235.96,DEVOLUÇÃO,6,Santa Catarina
5600,3094,2020-09-07,03:44,48.04,DEVOLUÇÃO,3,Bahia
5601,3095,2021-01-07,04:14,53.55,DEVOLUÇÃO,5,Rio Grande do Sul
5602,3096,2020-08-15,05:41,217.94,CANCELADO,1,Rio Grande do Sul
5603,3097,2021-02-26,07:10,214.39,CANCELADO,2,Rio de Janeiro
5604,3098,2020-05-17,10:20,247.90,DEVOLUÇÃO,2,Minas Gerais
5605,3099,2020-12-17,01:04,49.13,CANCELADO,2,Rio Grande do Sul
5606,3100,2020-10-05,05:04,140.85,CANCELADO,2,São Paulo
5607,3101,2020-03-09,03:24,52.34,COMPRA,2,Paraná
5608,3102,2020-11-17,09:56,154.66,DEVOLUÇÃO,2,Pará
5609,3103,2020-06-21,05:44,264.80,COMPRA,4,Maranhão
5610,3104,2020-03-01,16:09,86.36,COMPRA,4,Pará
5611,3105,2020-06-29,00:55,184.74,COMPRA,5,Pernambuco
5612,3106,2021-03-01,22:10,231.25,DEVOLUÇÃO,1,Paraíba
5613,3107,2020-10-30,05:12,161.41,CANCELADO,4,Ceará
5614,3108,2020-12-15,15:01,156.07,CANCELADO,2,Rio de Janeiro
5615,3109,2020-04-05,05:08,116.80,DEVOLUÇÃO,2,Minas Gerais
5616,3110,2020-06-19,00:10,134.90,COMPRA,6,Bahia
5617,3111,2020-06-30,10:54,85.73,CANCELADO,3,Santa Catarina
5618,3112,2020-09-24,07:14,125.31,COMPRA,5,Rio de Janeiro
5619,3113,2020-12-31,14:30,248.98,COMPRA,5,São Paulo
5620,3114,2021-03-12,22:57,263.70,DEVOLUÇÃO,6,Pará
5621,3115,2021-03-04,11:42,40.78,DEVOLUÇÃO,6,Bahia
5622,3116,2021-03-16,03:56,131.15,COMPRA,2,Maranhão
5623,3117,2020-03-20,23:10,196.29,DEVOLUÇÃO,7,Pernambuco
5624,3118,2020-09-18,04:45,258.56,CANCELADO,5,Paraná
5625,3119,2020-08-14,18:34,141.62,CANCELADO,3,Pará
5626,3120,2020-08-12,02:24,99.36,COMPRA,5,Paraíba
5627,3121,2020-10-18,21:47,147.35,CANCELADO,3,Paraná
5628,3122,2020-09-29,05:36,184.18,DEVOLUÇÃO,5,Paraíba
5629,3123,2021-01-06,10:01,180.79,COMPRA,6,Pará
5630,3124,2020-11-11,23:24,104.02,COMPRA,1,Maranhão
5631,3125,2021-01-07,02:12,132.11,COMPRA,6,Santa Catarina
5632,3126,2020-06-16,22:44,225.50,COMPRA,2,Goiás
5633,3127,2021-01-01,18:23,269.34,COMPRA,3,Paraíba
5634,3128,2020-10-10,20:36,247.80,CANCELADO,4,Rio de Janeiro
5635,3129,2020-04-11,01:32,108.83,CANCELADO,6,Maranhão
5636,3130,2020-06-01,00:39,93.79,DEVOLUÇÃO,6,Pará
5637,3131,2021-03-20,04:48,112.58,CANCELADO,2,Pará
5638,3132,2020-06-19,04:01,57.60,DEVOLUÇÃO,3,Paraná
5639,3133,2020-06-04,01:28,266.02,CANCELADO,6,Santa Catarina
5640,3134,2020-12-28,10:03,116.13,COMPRA,6,Pará
5641,3135,2020-09-26,21:53,91.09,CANCELADO,6,Santa Catarina
5642,3136,2020-10-06,10:58,66.59,CANCELADO,3,Paraná
5643,3137,2021-02-23,05:11,133.72,CANCELADO,1,Pernambuco
5644,3138,2021-02-14,06:15,258.46,CANCELADO,3,Paraná
5645,3139,2020-10-11,09:05,170.60,COMPRA,2,Ceará
5646,3140,2021-02-19,18:57,203.81,CANCELADO,7,Pernambuco
5647,3141,2021-02-16,19:58,143.25,CANCELADO,2,Minas Gerais
5648,3142,2020-11-06,22:57,92.31,DEVOLUÇÃO,3,Santa Catarina
5649,3143,2020-06-24,16:05,252.32,COMPRA,5,Rio Grande do Sul
5650,3144,2020-11-15,14:47,71.33,CANCELADO,2,Goiás
5651,3145,2020-03-15,21:25,157.69,COMPRA,2,Bahia
5652,3146,2020-06-14,00:54,165.35,CANCELADO,1,Pernambuco
5653,3147,2020-09-05,11:17,57.46,DEVOLUÇÃO,1,Minas Gerais
5654,3148,2020-09-06,23:22,217.45,DEVOLUÇÃO,1,Minas Gerais
5655,3149,2020-05-03,17:02,129.22,DEVOLUÇÃO,6,Paraná
5656,3150,2020-03-23,21:32,84.25,CANCELADO,4,Rio Grande do Sul
5657,3151,2020-10-03,18:18,239.65,COMPRA,2,Ceará
5658,3152,2020-03-21,16:19,163.66,COMPRA,7,Minas Gerais
5659,3153,2020-10-02,04:37,140.37,CANCELADO,3,Paraná
5660,3154,2020-06-19,11:03,100.79,CANCELADO,6,Bahia
5661,3155,2021-01-22,21:46,85.42,DEVOLUÇÃO,7,Rio de Janeiro
5662,3156,2020-05-15,05:41,169.45,COMPRA,6,Goiás
5663,3157,2020-03-08,20:10,200.08,CANCELADO,1,Paraíba
5664,3158,2020-08-22,05:20,42.77,CANCELADO,5,Pernambuco
5665,3159,2021-01-31,20:35,126.43,CANCELADO,3,São Paulo
5666,3160,2020-10-19,19:28,258.57,COMPRA,6,Pará
5667,3161,2020-09-24,13:05,183.32,CANCELADO,5,Maranhão
5668,3162,2021-02-12,07:52,125.37,COMPRA,7,Ceará
5669,3163,2020-12-01,04:31,22.50,CANCELADO,4,Paraná
5670,3164,2020-04-05,21:26,119.87,COMPRA,7,Paraná
5671,3165,2020-07-22,04:03,182.37,DEVOLUÇÃO,1,Paraíba
5672,3166,2021-03-21,19:04,54.83,COMPRA,6,São Paulo
5673,3167,2020-10-02,11:17,57.34,COMPRA,5,São Paulo
5674,3168,2020-05-06,17:41,189.29,COMPRA,3,Santa Catarina
5675,3169,2020-10-19,21:29,33.46,COMPRA,4,Paraíba
5676,3170,2020-10-14,07:34,133.39,COMPRA,5,Ceará
5677,3171,2020-09-19,19:08,263.39,COMPRA,4,Santa Catarina
5678,3172,2020-07-19,09:27,262.45,COMPRA,1,Pará
5679,3173,2020-10-10,13:41,258.09,COMPRA,2,Pernambuco
5680,3174,2020-11-24,03:08,209.25,DEVOLUÇÃO,5,Bahia
5681,3175,2020-09-30,06:05,181.98,COMPRA,3,Rio de Janeiro
5682,3176,2020-09-16,23:02,144.11,DEVOLUÇÃO,5,Rio de Janeiro
5683,3177,2020-08-16,15:20,51.30,CANCELADO,2,Rio de Janeiro
5684,3178,2021-03-03,17:59,150.98,CANCELADO,5,Paraná
5685,3179,2020-04-13,13:33,25.47,COMPRA,2,São Paulo
5686,3180,2020-10-27,22:04,198.92,CANCELADO,3,Paraná
5687,3181,2020-07-25,17:26,226.56,DEVOLUÇÃO,6,Bahia
5688,3182,2020-05-11,04:19,119.63,COMPRA,3,Bahia
5689,3183,2020-10-31,23:57,114.00,COMPRA,3,Rio Grande do Sul
5690,3184,2020-04-16,21:39,49.89,CANCELADO,5,Rio Grande do Sul
5691,3185,2020-08-15,20:20,196.16,DEVOLUÇÃO,2,Maranhão
5692,3186,2020-06-27,15:36,145.26,CANCELADO,1,Maranhão
5693,3187,2021-03-14,20:18,127.36,DEVOLUÇÃO,6,Pará
5694,3188,2020-09-06,03:44,21.42,CANCELADO,2,Santa Catarina
5695,3189,2020-05-22,10:12,198.75,CANCELADO,5,São Paulo
5696,3190,2020-07-20,04:48,181.55,DEVOLUÇÃO,4,Maranhão
5697,3191,2020-06-12,03:25,21.28,COMPRA,2,Pernambuco
5698,3192,2020-07-14,04:37,19.22,DEVOLUÇÃO,3,Bahia
5699,3193,2020-06-11,10:10,133.94,CANCELADO,6,Rio Grande do Sul
5700,3194,2021-01-01,14:35,211.12,DEVOLUÇÃO,3,Paraná
5701,3195,2020-05-11,05:44,58.57,DEVOLUÇÃO,1,Pernambuco
5702,3196,2020-03-02,15:49,145.28,CANCELADO,5,Rio de Janeiro
5703,3197,2020-05-15,08:12,149.75,CANCELADO,2,Paraíba
5704,3198,2020-11-18,12:03,101.59,CANCELADO,7,Pará
5705,3199,2021-01-11,00:05,42.19,COMPRA,4,Paraíba
5706,3200,2020-10-28,10:33,211.24,COMPRA,5,Paraná
5707,3201,2020-12-18,21:36,116.82,COMPRA,6,Bahia
5708,3202,2021-03-09,13:49,95.32,COMPRA,5,Maranhão
5709,3203,2020-07-13,19:43,145.90,CANCELADO,5,Santa Catarina
5710,3204,2021-02-22,08:01,101.52,DEVOLUÇÃO,6,São Paulo
5711,3205,2020-06-23,01:33,70.79,DEVOLUÇÃO,5,Santa Catarina
5712,3206,2020-03-18,22:01,251.10,COMPRA,3,Paraná
5713,3207,2020-07-24,03:33,208.51,CANCELADO,3,São Paulo
5714,3208,2020-04-12,15:01,101.81,COMPRA,2,Bahia
5715,3209,2020-06-30,09:36,224.40,DEVOLUÇÃO,3,Paraíba
5716,3210,2020-07-07,02:56,144.76,COMPRA,5,Bahia
5717,3211,2020-06-15,13:29,148.71,COMPRA,6,Santa Catarina
5718,3212,2020-04-14,21:04,131.94,COMPRA,5,Rio de Janeiro
5719,3213,2021-03-15,11:23,28.81,CANCELADO,1,Pernambuco
5720,3214,2020-11-11,05:05,92.28,DEVOLUÇÃO,6,São Paulo
5721,3215,2020-08-11,18:05,145.16,CANCELADO,3,Pernambuco
5722,3216,2020-05-24,18:47,166.79,COMPRA,6,Bahia
5723,3217,2020-06-09,23:27,106.08,DEVOLUÇÃO,1,Pará
5724,3218,2020-07-01,19:40,45.00,DEVOLUÇÃO,5,Rio Grande do Sul
5725,3219,2020-03-23,10:24,168.48,DEVOLUÇÃO,6,Rio Grande do Sul
5726,3220,2020-10-30,17:18,132.55,CANCELADO,4,São Paulo
5727,3221,2020-12-05,20:37,182.85,COMPRA,4,São Paulo
5728,3222,2020-10-13,11:31,116.15,DEVOLUÇÃO,3,Minas Gerais
5729,3223,2020-11-10,03:15,183.06,COMPRA,2,São Paulo
5730,3224,2020-07-19,21:30,234.79,CANCELADO,5,Rio Grande do Sul
5731,3225,2020-06-16,02:36,241.36,COMPRA,7,Maranhão
5732,3226,2021-02-22,20:11,225.38,COMPRA,7,Minas Gerais
5733,3227,2021-03-09,10:26,203.55,COMPRA,6,Rio Grande do Sul
5734,3228,2020-05-06,06:23,219.92,DEVOLUÇÃO,2,Goiás
5735,3229,2021-01-13,22:33,262.23,DEVOLUÇÃO,5,Rio Grande do Sul
5736,3230,2020-05-09,22:10,257.37,CANCELADO,7,Rio de Janeiro
5737,3231,2020-08-27,17:28,225.62,DEVOLUÇÃO,5,Paraíba
5738,3232,2020-09-03,19:49,251.36,COMPRA,4,Pernambuco
5739,3233,2021-03-15,18:09,170.68,CANCELADO,2,Rio Grande do Sul
5740,3234,2021-02-22,01:12,96.54,DEVOLUÇÃO,5,Paraíba
5741,3235,2021-01-18,09:11,166.79,COMPRA,2,Rio Grande do Sul
5742,3236,2020-05-22,11:13,180.14,DEVOLUÇÃO,4,Paraná
5743,3237,2020-05-27,14:02,141.94,CANCELADO,5,Goiás
5744,3238,2020-05-05,02:05,105.14,DEVOLUÇÃO,5,Pernambuco
5745,3239,2020-12-13,09:58,99.10,DEVOLUÇÃO,4,Minas Gerais
5746,3240,2021-01-22,22:49,34.30,COMPRA,5,Rio Grande do Sul
5747,3241,2020-12-19,18:20,107.30,COMPRA,4,Rio Grande do Sul
5748,3242,2020-07-15,15:52,128.03,DEVOLUÇÃO,5,Santa Catarina
5749,3243,2020-04-09,06:53,212.64,DEVOLUÇÃO,6,Goiás
5750,3244,2020-07-12,22:27,56.15,DEVOLUÇÃO,4,Goiás
5751,3245,2020-06-11,13:09,105.01,CANCELADO,5,Paraná
5752,3246,2020-11-09,04:53,60.88,COMPRA,5,Pernambuco
5753,3247,2020-12-22,13:09,165.59,DEVOLUÇÃO,3,Paraná
5754,3248,2020-05-01,04:11,48.50,CANCELADO,4,Goiás
5755,3249,2020-03-28,19:11,175.74,COMPRA,4,Maranhão
5756,3250,2021-02-27,17:13,44.29,COMPRA,6,São Paulo
5757,3251,2020-10-31,21:10,149.10,CANCELADO,2,Paraíba
5758,3252,2021-02-23,00:34,144.84,CANCELADO,3,Rio Grande do Sul
5759,3253,2020-10-18,15:45,219.31,CANCELADO,7,São Paulo
5760,3254,2021-03-26,00:06,228.02,COMPRA,3,Ceará
5761,3255,2020-10-23,07:18,143.47,COMPRA,6,Ceará
5762,3256,2021-03-30,13:34,160.48,DEVOLUÇÃO,4,Maranhão
5763,3257,2020-08-21,12:34,156.76,CANCELADO,5,Paraíba
5764,3258,2020-06-15,15:21,65.28,DEVOLUÇÃO,4,Paraíba
5765,3259,2020-05-25,16:10,150.72,DEVOLUÇÃO,6,Ceará
5766,3260,2020-05-18,12:22,103.75,COMPRA,6,Rio Grande do Sul
5767,3261,2020-10-29,16:21,201.78,CANCELADO,2,Santa Catarina
5768,3262,2020-07-17,03:38,180.49,DEVOLUÇÃO,5,Ceará
5769,3263,2020-08-18,20:22,43.95,COMPRA,1,Pará
5770,3264,2020-12-20,16:34,135.86,DEVOLUÇÃO,5,Goiás
5771,3265,2020-10-18,01:05,37.56,DEVOLUÇÃO,2,Goiás
5772,3266,2020-04-07,10:35,209.47,CANCELADO,5,Maranhão
5773,3267,2020-06-27,11:39,74.22,DEVOLUÇÃO,2,Ceará
5774,3268,2020-07-03,07:12,210.43,CANCELADO,7,São Paulo
5775,3269,2021-01-21,02:59,260.58,CANCELADO,6,Pará
5776,3270,2020-08-27,20:45,67.43,COMPRA,2,Goiás
5777,3271,2021-03-13,06:24,154.19,CANCELADO,4,Ceará
5778,3272,2020-08-27,14:06,175.16,CANCELADO,3,Pará
5779,3273,2020-08-19,04:00,195.35,COMPRA,4,Rio de Janeiro
5780,3274,2021-02-20,02:36,206.50,CANCELADO,7,Santa Catarina
5781,3275,2020-06-07,01:12,99.61,COMPRA,5,Pernambuco
5782,3276,2020-11-29,17:30,188.80,CANCELADO,6,Ceará
5783,3277,2020-11-27,17:49,99.21,COMPRA,7,Paraíba
5784,3278,2021-02-23,00:27,52.28,COMPRA,2,São Paulo
5785,3279,2020-12-16,07:01,65.45,COMPRA,3,Pará
5786,3280,2020-07-23,10:00,71.96,COMPRA,2,Pernambuco
5787,3281,2020-12-03,04:21,94.66,COMPRA,3,Rio de Janeiro
5788,3282,2021-03-09,19:30,109.65,COMPRA,2,Rio Grande do Sul
5789,3283,2020-11-28,08:42,143.58,COMPRA,5,Bahia
5790,3284,2020-09-24,07:05,188.15,DEVOLUÇÃO,3,Rio de Janeiro
5791,3285,2020-07-31,09:34,172.59,DEVOLUÇÃO,7,Maranhão
5792,3286,2021-01-15,07:20,219.08,DEVOLUÇÃO,1,Santa Catarina
5793,3287,2020-10-23,20:00,46.16,DEVOLUÇÃO,3,Paraná
5794,3288,2020-06-04,06:10,81.28,COMPRA,1,Rio de Janeiro
5795,3289,2020-09-07,19:17,126.35,DEVOLUÇÃO,5,Pará
5796,3290,2020-03-13,23:40,248.31,DEVOLUÇÃO,4,Pará
5797,3291,2020-06-12,08:29,128.85,CANCELADO,3,Paraíba
5798,3292,2020-08-17,07:44,163.37,COMPRA,6,Paraná
5799,3293,2020-08-03,12:14,247.22,COMPRA,2,Paraíba
5800,3294,2020-04-10,18:06,159.12,CANCELADO,5,Pará
5801,3295,2021-01-26,01:12,75.53,CANCELADO,7,Rio Grande do Sul
5802,3296,2020-11-26,04:21,221.74,CANCELADO,6,Pernambuco
5803,3297,2020-07-18,10:31,216.74,DEVOLUÇÃO,2,Ceará
5804,3298,2020-12-17,05:53,53.93,CANCELADO,5,Bahia
5805,3299,2021-02-08,15:00,212.33,CANCELADO,3,Bahia
5806,3300,2021-02-26,19:18,231.71,CANCELADO,3,Paraná
5807,3301,2020-07-28,12:53,126.56,COMPRA,3,Goiás
5808,3302,2020-04-11,12:48,230.55,DEVOLUÇÃO,7,Maranhão
5809,3303,2020-09-01,07:16,138.03,CANCELADO,1,Ceará
5810,3304,2020-09-07,20:00,117.79,COMPRA,1,Rio Grande do Sul
5811,3305,2020-07-31,04:34,222.35,CANCELADO,4,Goiás
5812,3306,2020-06-07,11:40,23.41,DEVOLUÇÃO,6,Minas Gerais
5813,3307,2020-09-25,14:05,50.11,DEVOLUÇÃO,4,Pernambuco
5814,3308,2021-01-31,04:23,142.53,DEVOLUÇÃO,7,Pernambuco
5815,3309,2020-06-21,12:16,237.68,CANCELADO,6,Rio de Janeiro
5816,3310,2020-05-01,23:38,54.12,DEVOLUÇÃO,3,São Paulo
5817,3311,2021-03-20,21:36,115.33,COMPRA,4,Rio de Janeiro
5818,3312,2020-08-03,08:22,133.74,DEVOLUÇÃO,7,Goiás
5819,3313,2020-09-24,13:00,102.13,CANCELADO,5,São Paulo
5820,3314,2021-03-25,22:14,22.87,DEVOLUÇÃO,5,Minas Gerais
5821,3315,2020-03-27,04:47,153.39,DEVOLUÇÃO,2,Ceará
5822,3316,2021-01-08,19:34,86.85,DEVOLUÇÃO,5,Paraíba
5823,3317,2020-05-02,21:32,128.32,DEVOLUÇÃO,7,Goiás
5824,3318,2020-07-23,01:32,246.82,CANCELADO,3,Minas Gerais
5825,3319,2020-05-17,01:51,155.56,DEVOLUÇÃO,1,Maranhão
5826,3320,2020-08-23,07:54,48.30,DEVOLUÇÃO,5,Rio de Janeiro
5827,3321,2021-01-18,09:31,91.60,DEVOLUÇÃO,1,Paraná
5828,3322,2021-03-29,18:49,253.67,DEVOLUÇÃO,4,Pernambuco
5829,3323,2020-05-23,16:57,205.72,COMPRA,6,Bahia
5830,3324,2020-09-24,05:39,167.42,CANCELADO,2,Santa Catarina
5831,3325,2020-10-05,16:26,111.61,COMPRA,2,Maranhão
5832,3326,2021-01-14,07:26,120.15,CANCELADO,5,Paraná
5833,3327,2020-04-29,08:27,113.11,CANCELADO,4,Rio Grande do Sul
5834,3328,2020-05-10,04:02,62.87,COMPRA,6,Goiás
5835,3329,2020-04-23,17:56,122.92,COMPRA,3,Pará
5836,3330,2020-05-21,18:22,267.15,CANCELADO,4,Maranhão
5837,3331,2020-11-30,03:34,246.82,CANCELADO,6,São Paulo
5838,3332,2020-05-30,04:33,136.96,CANCELADO,4,Santa Catarina
5839,3333,2020-07-13,11:31,178.54,COMPRA,3,Maranhão
5840,3334,2020-07-26,15:15,192.81,CANCELADO,4,Paraíba
5841,3335,2021-01-18,13:16,73.57,CANCELADO,5,Minas Gerais
5842,3336,2020-03-16,22:09,109.79,DEVOLUÇÃO,5,Santa Catarina
5843,3337,2020-08-12,07:44,61.08,DEVOLUÇÃO,4,Minas Gerais
5844,3338,2020-03-17,13:53,242.63,CANCELADO,7,Bahia
5845,3339,2020-05-11,03:50,201.94,CANCELADO,6,Paraná
5846,3340,2020-12-31,01:17,134.13,CANCELADO,4,Bahia
5847,3341,2020-04-23,15:41,159.52,DEVOLUÇÃO,5,Maranhão
5848,3342,2020-03-19,13:35,210.89,COMPRA,2,Paraíba
5849,3343,2020-08-31,05:58,161.38,CANCELADO,4,Paraná
5850,3344,2020-05-02,00:27,105.71,CANCELADO,2,Pernambuco
5851,3345,2020-08-21,09:22,189.55,CANCELADO,1,Pará
5852,3346,2020-08-10,03:07,238.58,DEVOLUÇÃO,6,Maranhão
5853,3347,2020-10-25,17:55,236.99,DEVOLUÇÃO,6,Pará
5854,3348,2021-03-02,20:14,70.47,COMPRA,5,São Paulo
5855,3349,2020-04-27,12:36,160.43,COMPRA,4,Paraíba
5856,3350,2020-05-02,11:59,161.86,COMPRA,2,Bahia
5857,3351,2020-04-09,10:16,251.95,CANCELADO,5,Bahia
5858,3352,2021-03-20,22:29,92.52,DEVOLUÇÃO,4,Minas Gerais
5859,3353,2021-02-16,00:22,74.40,CANCELADO,7,Rio de Janeiro
5860,3354,2021-01-11,13:11,97.00,CANCELADO,4,Rio Grande do Sul
5861,3355,2021-01-06,04:49,44.05,DEVOLUÇÃO,7,Ceará
5862,3356,2020-06-21,11:12,246.81,CANCELADO,3,Rio de Janeiro
5863,3357,2020-12-05,19:17,169.29,CANCELADO,3,Ceará
5864,3358,2020-08-20,22:13,51.98,CANCELADO,5,Ceará
5865,3359,2020-06-07,15:59,143.75,CANCELADO,2,Bahia
5866,3360,2020-05-09,12:55,76.79,COMPRA,4,Rio de Janeiro
5867,3361,2021-03-02,00:29,222.28,DEVOLUÇÃO,5,Ceará
5868,3362,2020-12-02,21:25,87.81,DEVOLUÇÃO,6,Paraná
5869,3363,2020-03-07,02:03,207.55,CANCELADO,2,Pernambuco
5870,3364,2021-03-21,16:55,205.09,COMPRA,3,Paraíba
5871,3365,2020-05-24,23:18,157.82,CANCELADO,3,Paraíba
5872,3366,2020-06-17,16:09,20.76,CANCELADO,3,Goiás
5873,3367,2021-01-22,02:38,116.41,COMPRA,7,Santa Catarina
5874,3368,2020-07-31,10:59,171.40,CANCELADO,4,Rio Grande do Sul
5875,3369,2020-11-19,21:43,149.08,DEVOLUÇÃO,5,Ceará
5876,3370,2020-10-07,07:08,214.81,CANCELADO,5,Santa Catarina
5877,3371,2021-03-22,01:40,97.40,CANCELADO,1,Bahia
5878,3372,2021-03-05,19:59,24.65,DEVOLUÇÃO,1,Santa Catarina
5879,3373,2020-04-25,16:14,213.56,DEVOLUÇÃO,4,Rio de Janeiro
5880,3374,2020-09-27,15:41,69.01,CANCELADO,2,Maranhão
5881,3375,2020-09-20,11:13,184.46,DEVOLUÇÃO,2,Rio de Janeiro
5882,3376,2020-04-30,22:28,78.26,CANCELADO,2,Santa Catarina
5883,3377,2020-07-27,06:44,96.50,CANCELADO,1,Goiás
5884,3378,2020-03-08,15:55,91.88,CANCELADO,6,Rio Grande do Sul
5885,3379,2020-06-30,01:30,255.82,DEVOLUÇÃO,2,São Paulo
5886,3380,2020-09-04,09:34,186.05,DEVOLUÇÃO,3,Paraná
5887,3381,2021-03-07,23:25,79.29,CANCELADO,7,Bahia
5888,3382,2020-03-30,00:29,230.19,DEVOLUÇÃO,6,Rio Grande do Sul
5889,3383,2021-01-12,23:18,81.18,COMPRA,1,Rio de Janeiro
5890,3384,2020-10-10,01:36,62.28,COMPRA,2,Pará
5891,3385,2020-06-05,18:24,178.60,CANCELADO,3,Pernambuco
5892,3386,2021-03-19,14:49,125.60,CANCELADO,5,São Paulo
5893,3387,2021-02-22,20:26,206.30,COMPRA,2,Paraná
5894,3388,2020-12-06,21:19,67.15,DEVOLUÇÃO,5,Goiás
5895,3389,2020-11-19,02:08,210.29,DEVOLUÇÃO,5,Paraná
5896,3390,2021-01-04,12:53,153.02,COMPRA,7,Goiás
5897,3391,2020-05-06,15:50,71.65,CANCELADO,5,Pernambuco
5898,3392,2020-12-01,22:59,194.34,DEVOLUÇÃO,5,São Paulo
5899,3393,2020-05-20,06:07,199.86,COMPRA,3,Paraíba
5900,3394,2021-03-15,05:09,215.83,COMPRA,6,Pará
5901,3395,2020-04-12,10:17,33.18,COMPRA,1,Paraíba
5902,3396,2021-02-22,17:17,120.41,CANCELADO,6,Minas Gerais
5903,3397,2021-01-03,06:03,216.36,COMPRA,2,Rio Grande do Sul
5904,3398,2020-08-16,12:42,29.46,COMPRA,3,Maranhão
5905,3399,2021-01-30,10:31,109.06,DEVOLUÇÃO,5,Rio de Janeiro
5906,3400,2020-06-23,14:57,234.81,CANCELADO,2,Ceará
5907,3401,2020-08-19,21:14,103.36,COMPRA,5,Bahia
5908,3402,2020-09-16,15:34,166.28,CANCELADO,2,Pernambuco
5909,3403,2020-04-10,14:20,174.36,DEVOLUÇÃO,4,Rio Grande do Sul
5910,3404,2020-08-22,00:11,239.10,COMPRA,2,Rio de Janeiro
5911,3405,2020-12-15,09:26,66.26,DEVOLUÇÃO,5,Ceará
5912,3406,2020-07-31,18:45,177.80,DEVOLUÇÃO,4,Bahia
5913,3407,2020-04-26,21:15,230.03,COMPRA,5,Minas Gerais
5914,3408,2020-05-23,00:56,162.73,CANCELADO,1,Bahia
5915,3409,2021-01-24,10:08,91.21,CANCELADO,7,São Paulo
5916,3410,2020-11-02,13:15,86.76,COMPRA,2,Paraíba
5917,3411,2020-10-31,02:45,36.63,COMPRA,5,São Paulo
5918,3412,2020-04-20,12:39,185.36,DEVOLUÇÃO,3,Paraná
5919,3413,2020-09-02,14:29,238.22,CANCELADO,1,Rio de Janeiro
5920,3414,2020-09-09,10:54,106.76,CANCELADO,6,Bahia
5921,3415,2020-06-08,22:04,260.25,DEVOLUÇÃO,7,Minas Gerais
5922,3416,2020-05-14,07:18,208.97,COMPRA,3,Bahia
5923,3417,2021-02-13,04:56,59.99,CANCELADO,2,Maranhão
5924,3418,2020-12-29,20:54,267.16,CANCELADO,5,Minas Gerais
5925,3419,2020-10-01,03:42,264.76,DEVOLUÇÃO,3,Bahia
5926,3420,2020-12-28,03:16,98.14,DEVOLUÇÃO,6,São Paulo
5927,3421,2020-10-29,02:50,73.98,COMPRA,2,Paraíba
5928,3422,2020-03-25,17:03,117.37,COMPRA,4,Goiás
5929,3423,2020-06-16,06:54,248.72,CANCELADO,3,Pará
5930,3424,2020-05-05,18:55,52.62,DEVOLUÇÃO,7,Paraíba
5931,3425,2020-04-19,05:31,161.08,CANCELADO,2,Rio de Janeiro
5932,3426,2020-05-08,16:23,175.75,COMPRA,3,Ceará
5933,3427,2021-02-23,10:52,192.49,COMPRA,2,São Paulo
5934,3428,2020-11-23,05:11,182.88,COMPRA,3,Bahia
5935,3429,2020-06-28,07:48,113.77,COMPRA,4,Pernambuco
5936,3430,2020-11-27,23:28,223.32,COMPRA,3,Maranhão
5937,3431,2020-06-04,04:18,189.78,DEVOLUÇÃO,2,Santa Catarina
5938,3432,2020-12-13,19:27,269.01,CANCELADO,3,Minas Gerais
5939,3433,2020-12-09,13:44,82.20,COMPRA,4,São Paulo
5940,3434,2020-11-14,11:18,55.00,CANCELADO,2,Pará
5941,3435,2020-06-15,18:01,33.74,COMPRA,2,Santa Catarina
5942,3436,2021-02-20,09:39,20.03,CANCELADO,4,Rio de Janeiro
5943,3437,2020-03-19,04:30,101.77,DEVOLUÇÃO,2,Goiás
5944,3438,2020-04-09,21:30,44.01,COMPRA,5,Pará
5945,3439,2021-03-09,01:49,209.81,CANCELADO,2,Paraíba
5946,3440,2021-03-11,00:11,236.05,CANCELADO,3,Goiás
5947,3441,2020-03-24,06:40,35.97,DEVOLUÇÃO,1,Goiás
5948,3442,2020-11-16,03:27,234.30,COMPRA,6,Pará
5949,3443,2020-09-05,07:21,161.27,CANCELADO,2,Paraná
5950,3444,2020-05-19,10:10,244.24,DEVOLUÇÃO,6,Paraíba
5951,3445,2020-11-27,20:20,256.22,COMPRA,3,Minas Gerais
5952,3446,2020-03-22,17:43,257.64,COMPRA,6,Ceará
5953,3447,2020-10-12,20:15,115.74,COMPRA,5,Maranhão
5954,3448,2020-07-17,10:04,210.11,DEVOLUÇÃO,6,Pernambuco
5955,3449,2021-01-25,13:45,206.16,DEVOLUÇÃO,3,Rio de Janeiro
5956,3450,2020-12-07,12:38,219.37,COMPRA,4,Ceará
5957,3451,2021-03-09,10:56,213.05,CANCELADO,7,Rio Grande do Sul
5958,3452,2021-01-24,01:47,267.80,DEVOLUÇÃO,7,Paraíba
5959,3453,2020-05-18,00:38,62.19,COMPRA,1,Rio Grande do Sul
5960,3454,2020-10-05,01:17,37.45,CANCELADO,4,Bahia
5961,3455,2020-12-02,15:23,201.44,COMPRA,2,Rio de Janeiro
5962,3456,2020-03-17,20:02,168.61,CANCELADO,2,Bahia
5963,3457,2020-03-17,09:50,203.49,COMPRA,5,Pernambuco
5964,3458,2020-03-23,20:57,119.41,CANCELADO,4,Minas Gerais
5965,3459,2020-10-14,03:34,192.17,DEVOLUÇÃO,1,Paraná
5966,3460,2020-07-07,23:44,133.52,DEVOLUÇÃO,6,Minas Gerais
5967,3461,2020-11-28,12:41,229.41,CANCELADO,2,Santa Catarina
